"Don Cheadle","African-American"
"Don Johnson","English, with some Scots-Irish/Northern Irish, Scottish, German, remote Dutch and French Huguenot"
"Don Rickles","Ashkenazi Jewish"
"Donal Logue","Irish"
"Donald Faison","African-American"
"Donald Pleasence","English"
"Donald Sutherland","Scottish, some English, 1/16th German"
"Donna Murphy","Irish, French, German, Czech"
"Donna Reed","English, German, Scottish, Irish"
"Donnie Wahlberg","59.375% Irish*25% Swedish*6.25% English*6.25% French-Canadian*3.125% Scottish"
"Donnie Yen","Chinese"
"Doris Roberts","Ashkenazi Jewish"
"Dot Jones","English, possibly other"
"Douglas Booth","English (father)*Spanish, Dutch (mother)"
"Douglas Smith","mainly English and Ashkenazi Jewish, with small amounts of Swedish, Norwegian, Dutch, German, remote French"
"Dougray Scott","Scottish"
"Drake Bell","English, Scottish, Scandinavian"
"Drea de Matteo","Italian"
"Drena De Niro","Antiguan, African, Creole (mother)*publicly unknown (biological father)"
"Drew Barrymore","English, Irish, German (father)*Hungarian (mother)"
"Drew Sidora","African-American"
"Duffy","English, possibly Irish (father)*Welsh (mother)"
"Dustin Hoffman","Ashkenazi Jewish"
"Dwight Yoakam","English, German, Scottish, Irish"
"Dylan Bruno","50% Italian (including Sicilian)*25% Lithuanian*25% mix of English and Welsh"
"Dylan McDermott","Irish (father)*Italian (maternal grandfather)*Irish, English, French (maternal grandmother)"
"Dylan Minnette","English, German, Irish, Scottish, distant Welsh"
"Dylan Sprouse","English, Scottish, Danish, German"
"Dyllan Christopher","Cuban, Puerto Rican, other"
"Ebon Moss-Bachrach","Ashkenazi Jewish"
"Ed Asner","Ashkenazi Jewish"
"Ed Harris","English, with some German, Scottish, and Welsh"
"Ed Helms","English, with smaller amounts (to varying degrees) of Scots-Irish/Northern Irish, German, Dutch, and French"
"Ed Skrein","Ashkenazi Jewish (father)*possibly English (mother)"
"Ed Speleers","English, likely Belgian (Flemish)"
"Eddie Cibrian","Cuban (Spanish, possibly other)"
"Eddie Garcia","Filipino (Bicolano)"
"Eddie Izzard","English, distant French Huguenot"
"Eddie Jemison","Irish, some English (father)*Italian/Sicilian (mother)"
"Eddie Marsan","English"
"Eddie Murphy","African-American"
"Eddie Redmayne","English, Irish, Scottish, Northern Irish, Welsh"
"Edi Gathegi","Kenyan"
"Edison Chen","87.5% Chinese*12.5% Portuguese"
"Edward Burns","87.5% Irish*12.5% Swedish"
"Edward Fox","English, Channel Islander [Jersey], 1/8th Jewish [Ashkenazi and Sephardi], more distant Scottish and Irish"
"Edward Furlong","Mexican (mother)*unclear, possibly Russian (father)"
"Edward Herrmann","German (father)*Irish, English (mother)"
"Edward James Olmos","Mexican"
"Edward Norton","English, as well as small amounts of German, Scots-Irish (Northern Irish), and Swiss-German"
"Efren Ramirez","Salvadoran and Mexican"
"Eileen Brennan","Irish"
"Elaine Hendrix","Italian (great-grandfather), English, Irish, Danish"
"Eli Marienthal","Ashkenazi Jewish"
"Eli Roth","Ashkenazi Jewish"
"Eli Wallach","Ashkenazi Jewish"
"Elijah Wood","37.5% German*25% Danish*25% English and Irish*12.5% Austrian"
"Elio Germano","Italian"
"Elisabeth Moss","English, Swedish, German, Austrian"
"Elisabeth Shue","German, English, as well as remote French Huguenot"
"Eliza Dushku","Albanian (father)*Danish, English, smaller amounts of Irish and German (mother)"
"Elizabeth Banks","English, Irish, Scottish, 1/16th Dutch"
"Elizabeth Hurley","English, Irish"
"Elizabeth McGovern","Scottish, English, German"
"Elizabeth Olsen","Norwegian, English, German, 1/8th Italian, distant French"
"Elizabeth Perkins","Greek (father)*English, possibly other (mother)"
"Elizabeth Reaser","German, Swedish, English, Irish, Scottish, Bohemian/Czech"
"Elizabeth Taylor","English, with 1/8th Swiss-German, some Scots-Irish/Northern Irish and French, more distant Dutch, Welsh, and Danish(convert to Judaism)"
"Ella Wahlestedt","Swedish, German, 1/16th Norwegian"
"Ellar Coltrane","English, German, Polish, Cajun French, Scots-Irish/Northern Irish, some Irish and Welsh"
"Elle Fanning","German, English, as well as Irish, French, Channel Islander (Jersey, Guernsey)"
"Elle MacPherson","Scottish, possibly other"
"Ellen Barkin","Ashkenazi Jewish"
"Ellen Burstyn","Irish (father)*French-Canadian, German (mother)"
"Ellen Cleghorne","African-American"
"Ellen DeGeneres","Cajun/French, English, Irish, German, distant Dutch and Swiss-German"
"Ellen Page","English, Scottish, Irish, some Welsh"
"Ellen Pompeo","Irish, one quarter Italian, small amount of English and Scottish"
"Ellen Wong","Cambodian/Khmer"
"Ellen Wroe","English, Irish (father)*Belgian Flemish (mother)"
"Ellie Bamber","English"
"Ellie Kemper","Italian (maternal grandfather), German, English, Scottish"
"Elliott Gould","Ashkenazi Jewish"
"Elodie Yung","Cambodian (father)*French, Italian (mother)"
"Elyes Gabel","English, Algerian, French, Spanish, Dutch, Anglo-Indian, Irish, Portuguese"
"Embeth Davidtz","Dutch, French, English"
"Emile Hirsch","Ashkenazi Jewish (paternal grandfather), English, Scots-Irish/Northern Irish, German, remote French"
"Emilia Clarke","English, as well as possibly around 1/16th German, some Welsh, possibly some Irish"
"Emilio Estevez","Galician Spanish (paternal grandfather), Irish, English, Scottish, possibly other"
"Emilio Rivera","Mexican"
"Emily Blunt","English, as well as distant Welsh"
"Emily Browning","English"
"Emily Deschanel","French, English, German, Irish, Scots-Irish (Northern Irish), Swiss, Dutch"
"Emily Mortimer","English"
"Emily Osment","English, German, Irish, Austrian, more distant French"
"Emily Ratajkowski","Polish (paternal grandfather)*Ashkenazi Jewish (maternal grandfather)*Irish, German, English, remote Welsh (grandmothers)"
"Emily Rios","Mexican"
"Emily VanCamp","Dutch or Belgian (Flemish), possibly other"
"Emily Watson","English, Scottish"
"Emily Wickersham","English, Swedish, German (father)*Ashkenazi Jewish (mother)"
"Eminem","English, German, Swiss-German, Scottish"
"Emjay Anthony","Hispanic (paternal grandfather), German, English, Welsh, 1/8th Italian"
"Emma Degerstedt","Swedish"
"Emma Greenwell","English (father)*French (mother)"
"Emma Roberts","English, German, Swedish, Irish, Scottish, Welsh, remote French"
"Emma Stone","Swedish (paternal grandfather), German, smaller amounts of English, Irish, Scottish, Welsh, and Swiss-German"
"Emma Thompson","English, Scottish"
"Emma Watson","English, as well as 1/32 German"
"Emmanuelle Chriqui","Moroccan Jewish"
"Emmanuelle Riva","25% Italian*75% French"
"Emmanuelle Seigner","French"
"Emmanuelle Vaugier","French"
"Enver Gjokaj","Albanian (father)*English, smaller amounts of Scottish, German, and Welsh (mother)"
"Eric Bana","Croatian (father)*German (mother)"
"Eric Bogosian","Armenian"
"Eric Christian Olsen","Norwegian"
"Eric Dane","English, German, Scottish, Russian Jewish, Austrian Jewish, Finnish"
"Eric Johnson","English, possibly other"
"Eric Ladin","Ashkenazi Jewish"
"Eric Mabius","Austrian, Irish (father)*Polish (mother)"
"Eric Stoltz","German, English, Scottish, remote Dutch and French"
"Eric Stonestreet","German, 1/8th Austrian"
"Eric Winter","Irish, possibly other"
"Erica Cerra","Italian"
"Erick Avari","Parsi Indian"
"Erik Knudsen","Danish, possibly other"
"Erik Palladino","Italian (father)*Armenian (mother)"
"Erik Per Sullivan","Irish (father)*Swedish (mother)"
"Erika Christensen","Norwegian (paternal grandmother), Danish (great-grandfather), English, German, Scottish, Welsh, Irish"
"Erika Eleniak","Ukrainian (father)*Estonian, German (mother)"
"Erin Carufel","French-Canadian (paternal grandfather), Italian, English, possibly other"
"Ernest Borgnine","Italian"
"Ernie Hudson","African-American"
"Estella Warren","English, distant Dutch, possibly other"
"Ethan Embry","English, small amount of German and Irish"
"Ethan Hawke","English, smaller amounts of Scottish and Scots-Irish/Northern Irish, distant German"
"Ethan Suplee","English, Scottish, German, Welsh, remote French Huguenot"
"Ethel Merman","German (father)*Scottish (mother)"
"Eugene Levy","Jewish"
"Eva Green","Swedish-French-Breton, Sephardi Jewish"
"Eva Longoria","Mexican (Spanish, Indigenous/Mayan, and African)"
"Eva Mendes","Cuban"
"Evan Handler","Ashkenazi Jewish"
"Evan Jonigkeit","German, possibly other"
"Evan Peters","German"
"Evan Rachel Wood","English, Irish, Scottish, German"
"Eve","African-American"
"Eve Hewson","Irish, some Scottish"
"Ewan McGregor","Scottish, 1/16th German"
"Ewen Bremner","Scottish"
"Ezra Miller",""
"F. Murray Abraham","Assyrian (father)*Italian (mother)"
"Fairuza Balk","German, English, distant Scots-Irish (Northern Irish)"
"Faizon Love","African-American/Afro-Cuban"
"Famke Janssen","Dutch"
"Fan Bingbing","Chinese"
"Fares Fares","Assyrian"
"Farrah Fawcett","English, likely some Welsh and Scottish"
"Faune A. Chambers","African-American"
"Faye Dunaway","English, some Irish and Scottish, remote French Huguenot"
"Felicity Huffman","German, English, Scots-Irish (Northern Irish), Scottish, French, Dutch, Irish"
"Felisha Terrell","African-American (father)*European (mother)"
"Fergie","German, Scottish, English, Irish, Northern Irish (Scots-Irish), Swedish, Luxembourgian"
"Flea","Hungarian, Irish"
"Forest Whitaker","African-American"
"Fran Kranz","German, Irish (father)*English, Northern Irish/Irish, Scottish (mother)"
"Frances Bay","Ashkenazi Jewish"
"Frances McDormand","publicly unknown"
"Franco Nero","Italian"
"Frank Grillo","Italian"
"Frank Langella","Italian"
"Frank Sinatra","Italian (including Sicilian)"
"Frank Vincent","Italian (Neapolitan and Sicilian)"
"Frank Whaley","Irish (father)*Italian/Sicilian (mother)"
"Franka Potente","German, possibly 1/8 or 1/16th Sicilian (Italian)"
"Frankie Muniz","Puerto Rican (father)*Italian, Irish (mother)"
"Fred Armisen","25% Korean*25% German*50% Venezuelan"
"Fred MacMurray","Scottish (father)*German (mother)"
"Fred Savage","Ashkenazi Jewish"
"Fred Ward","English, small amounts of Scots-Irish (Northern Irish), Scottish, German, distant Welsh"
"Fred Willard","German, Scottish, English, distant French"
"Fred Williamson","African-American"
"Freddie Fox","English, 1/8th Channel Islander [Jersey], 1/16th Jewish [Ashkenazi and Sephardi], more distant Scottish and Irish"
"Freddie Highmore","English, as well as Scottish"
"Freddie Stroma","Swedish (father)*German (mother)"
"Freida Pinto","Konkani (Mangalorean) Indian"
"Gabourey Sidibe","Senegalese (father)*African-American (mother)"
"Gabriel Basso","Italian (paternal grandfather), German, English, Irish"
"Gabriel Byrne","Irish"
"Gabriel Macht","Ashkenazi Jewish"
"Gabriella Wilde","English, some Scottish, Northern Irish, and Irish, remote Dutch"
"Gabrielle Union","African-American"
"Gaby Hoffmann","French, Spanish, German, Irish, English, 1/16th Italian (Sicilian)"
"Gal Gadot","Ashkenazi Jewish"
"Garcelle Beauvais","Afro-Haitian"
"Garret Dillahunt","English, some Scottish, likely Irish"
"Garrett Hedlund","50% Swedish*37.5% German*12.5% Norwegian"
"Gary Dourdan","African-American"
"Gary Oldman","English, some Irish"
"Gary Sinise","Italian (paternal grandfather), German, Swedish, English, Scots-Irish/Northern Irish, Irish, French"
"Gaspard Ulliel","French"
"Gavin Rossdale","Ashkenazi Jewish (father)*Scottish (mother)"
"Geena Davis","English, along with some distant Scottish and Welsh"
"Gemma Arterton","English, as well as 1/8th Jewish (matrilineal), and small amounts of German and Scottish"
"Gemma Jones","Welsh, English"
"Gemma Ward","English"
"Gene Hackman","English, small amounts of German and Scottish"
"Gene Simmons","Ashkenazi Jewish"
"Genie Francis","English (father)*Lithuanian, possibly other (mother)"
"Geoff Pierson","Irish, Scots-Irish/Northern Irish, English"
"Geoff Stults","German, Irish, English, French-Canadian"
"Geoffrey Arend","German, English (father)*Pakistani (mother)"
"Geoffrey Rush","English, Irish, Scottish (father)*German (mother)"
"George Carlin","Irish"
"George Clooney","Irish, English, and German, with more distant Scots-Irish/Northern Irish, Scottish, and Welsh, and remote French Huguenot and Dutch"
"George Segal","Ashkenazi Jewish"
"George Takei","Japanese"
"Gerald McRaney","Scottish, English, possibly Choctaw Native American"
"Gerard Butler","Irish, possibly Scottish"
"Geri Halliwell","Finland-Swedish, English, small amount of French (father)*Spanish (mother)"
"Gia Carides","Greek (father)*English (mother)"
"Giancarlo Esposito","Italian (father)*African-American (mother)"
"Giancarlo Giannini","Italian"
"Giannina Facio","Costa Rican (Spanish, distant Catalan, possibly other)"
"Gil Birmingham","Comanche Native American"
"Gilbert Gottfried","Ashkenazi Jewish"
"Gillian Anderson","English, German, Irish"
"Gillian Jacobs","German, Irish, English"
"Gillian Vigman","Ashkenazi Jewish (father)*English, Welsh (mother, who converted to Judaism)"
"Gina Carano","Italian (3/16ths), English, Scottish, smaller amounts of Scots-Irish/Northern Irish, Dutch, and German"
"Gina Gershon","Ashkenazi Jewish"
"Gina Rodriguez","Puerto Rican [African, Spanish, Taino], possibly other"
"Gina Torres","Cuban [African, likely other]"
"Ginger Gonzaga","Filipino (father)*Dutch, possibly other (mother)"
"Ginger Rogers","Scottish, Welsh, English, Irish"
"Ginnifer Goodwin","English, some Welsh, distant German (father)*Ashkenazi Jewish (mother)"
"Gino Anthony Pesi","three quarters Italian [including Sicilian], one quarter Croatian (mother)*publicly unknown (father)"
"Giovanni Ribisi","Italian/Sicilian (paternal grandfather), German, English"
"Glen Powell","Polish (father)*English, small amount of German (mother)"
"Glenn Close","English, as well as distant German, Dutch, French, Welsh, and Scottish"
"Glenn Howerton","English, Ashkenazi Jewish, Scottish, German, Irish"
"Glenne Headly","Slovak (maternal grandfather), English, German, French, possibly other"
"Gloria Reuben","Jamaican (African, Ashkenazi/Sephardi Jewish, likely some English)"
"Gong Li","Chinese"
"Goran Visnjic","Croatian"
"Gordon Pinsent","English"
"Grace Hightower","African-American, Blackfoot Native American"
"Grace Phipps","English, Dutch, possibly other"
"Graham Greene","Oneida First Nations"
"Grant Heslov","Ashkenazi Jewish"
"Greg Bryk","Ukrainian"
"Greg Grunberg","Ashkenazi Jewish"
"Greg Kinnear","English, with some German, Scottish, and Irish"
"Gregory Itzin","German (father)*Irish, English (mother)"
"Gregory Jbara","Lebanese (father)*Irish (mother)"
"Gregory Smith","mainly English and Ashkenazi Jewish, with smaller amounts of Swedish, Norwegian, Dutch, German, remote French"
"Greta Gerwig","German, Irish, English, Cornish"
"Gretchen Mol","English, French, Irish, Welsh, possibly Dutch"
"Griff Furst","Ashkenazi Jewish (father)*English, Irish, Northern Irish (mother)"
"Griffin Dunne","Irish (father)*Irish, English, German, Mexican, Swedish (mother)"
"Gugu Mbatha-Raw","Black South African (father)*English (mother)"
"Guillaume Canet","French"
"Guy Pearce","Scottish (paternal grandmother), English"
"Gwendoline Christie","Scottish, English"
"Gwilym Lee","Welsh"
"Gwyneth Paltrow","Ashkenazi Jewish (father)*German, with a smaller amount of Swiss-German, English, Irish (mother)"
"Hailee Steinfeld","50% Ashkenazi Jewish*12.5% Boholano Filipino*12.5% African-American*25% mix of English, German, Scots-Irish/Northern Irish, Scottish"
"Hal Holbrook","English"
"Haley Bennett","English, German, 1/8 Lithuanian, Scottish, Irish"
"Haley Joel Osment","English, German, Irish, Austrian, more distant French"
"Halle Berry","African-American (father)*English, German, Irish, distant Dutch (mother)"
"Halston Sage","Ashkenazi Jewish"
"Hamish Linklater","Scottish, English, German, Swedish, Irish, remote Belgian Flemish"
"Hana Mae Lee","Korean"
"Hank Azaria","Sephardi Jewish"
"Hannah Ware","English (father)*Ashkenazi Jewish (mother)"
"Harland Williams","Welsh, English, German, Scottish, Northern Irish (Scots-Irish), Irish"
"Harley Quinn Smith","German, smaller amounts of Irish and English, possibly other"
"Harmony Korine","Ashkenazi Jewish"
"Harold Perrineau","African American, Afro-Haitian"
"Harold Ramis","Ashkenazi Jewish"
"Harriet Walter","English, as well as 1/16th Italian"
"Harrison Ford","Irish and one quarter German (father)*Ashkenazi Jewish (mother)"
"Harry Dean Stanton","English, some Scots-Irish (Northern Irish), Scottish, and Irish, distant Welsh, French, and Swedish"
"Harry Lennix","Louisiana Creole (father)*African-American (mother)"
"Harry Lloyd","English, Welsh, Scottish"
"Harry Shearer","Ashkenazi Jewish"
"Hart Bochner","Ashkenazi Jewish"
"Harvey Fierstein","Ashkenazi Jewish"
"Harvey Keitel","Ashkenazi Jewish"
"Hattie McDaniel","African-American"
"Hattie Morahan","Irish, English, 1/64th French"
"Hayden Christensen","Danish (father)*Swedish, Italian (mother)"
"Hayden Panettiere","Italian (one half), as well as German and English"
"Hayley Kiyoko","50% Japanese*25% Scottish*18.75% Welsh*6.25% German"
"Hayley Marie Norman","African-American (father)*Russian, German, some Dutch (mother)"
"Hayley Orrantia","Mexican, English, Irish, French"
"Haylie Duff","German, English, Scottish, Scots-Irish/Northern Irish, Welsh, French, possibly 1/16th Polish"
"Heath Ledger","English, Scottish, Irish, Welsh, 1/16th Jewish [Ashkenazi and Sephardi] (matrilineal)"
"Heather Goldenhersh","Greek, English, Scottish (mother)"
"Heather Graham","Irish (mostly), as well as English, Scottish, Welsh, and German"
"Heather Langenkamp","German, Scottish, English, Irish"
"Heather Matarazzo","Irish"
"Heavy D","Afro-Jamaican"
"Helen Hunt","75% English*25% Ashkenazi Jewish"
"Helen McCrory","Scottish, Welsh"
"Helen Mirren","Russian (father)*English (mother)"
"Helena Bonham Carter","50% English*37.5% Ashkenazi Jewish*6.25% Spanish*3.125% Irish*3.125% French"
"Henry Cavill","English, Irish, some Scottish"
"Henry Czerny","Polish"
"Henry Fonda","Dutch, English, Scottish, distant Norwegian, possibly remote Italian"
"Henry Gibson","Irish, with some German, English, distant Dutch"
"Henry Goodman","Ashkenazi Jewish"
"Henry Lloyd-Hughes","Welsh, English"
"Henry Rollins","Ashkenazi Jewish (father)"
"Henry Simmons","African-American"
"Henry Winkler","Ashkenazi Jewish"
"Hilary Swank","one quarter Mexican [Spanish and Indigenous], as well as English and German, and smaller amounts of Swiss-German, Scottish, Scots-Irish/Northern Irish, Welsh, and Dutch"
"Holland Taylor","English, German, Dutch, Welsh, Irish, remote French"
"Holliday Grainger","English, some Italian"
"Holly Hunter","English, some Scottish and Welsh"
"Holly Marie Combs","Irish, possibly German and other"
"Holt McCallany","Irish (father)*Swedish, English (mother)"
"Howie Mandel","Ashkenazi Jewish"
"Huey Lewis","Irish, Polish"
"Hugh Bonneville","English, possibly Welsh"
"Hugh Dancy","English, as well as 1/16th Welsh and 1/16th Scottish"
"Hugh Grant","Scottish (mostly), English, with distant Irish, Welsh, Cornish, and Dutch, remote French and Belgian [Walloon]"
"Hugh Jackman","62.5% English*25% Scottish*12.5% Greek"
"Hugh Laurie","Scottish"
"","50% German*25% Ashkenazi Jewish*25% mix of English and Scottish"
"Hugo Weaving","English, some Belgian"
"Hulk Hogan","Italian (paternal grandfather), Irish, English, Scottish, French"
"Hunter Parrish","English, over 1/8th German, some Scottish and Scots-Irish (Northern Irish), 1/256th Dutch"
"Iain Glen","Scottish"
"Ian Anthony Dale",""
"Ian Bohen","Irish, German, English"
"Ian Gomez","Puerto Rican (father)*Ashkenazi Jewish (mother)"
"Ian McKellen","Scottish, Northern Irish, English"
"Ian McShane","Scottish, Irish, English"
"Ian Somerhalder","English, 1/4 Cajun [French], as well as smaller amounts of Northern Irish/Scots-Irish, Scottish, Welsh"
"Ice Cube","African-American"
"Idina Menzel","Ashkenazi Jewish"
"Idris Elba","Sierra Leonean (father)*Ghanaian (mother)"
"Illeana Douglas","Ashkenazi Jewish, English, German, Scottish (father)*Romanian, Italian (mother)"
"Iman","Somali"
"Imelda Staunton","Irish"
"Imogen Poots","Northern Irish, possibly Dutch (father)*English, Scottish (mother)"
"Indira Varma","Indian (father)*Swiss, Italian Genoese (mother)"
"Ingeborga Dapkunaite","Lithuanian"
"Ioan Gruffudd","Welsh"
"Ione Skye","Scottish (father)*Ashkenazi Jewish (mother)"
"Irina Shayk","75% Russian*25% Tatar"
"Irrfan Khan","Pathan Indian"
"Isaac Hayes","African-American"
"Isabella Leong","Chinese, Portuguese"
"Isabelle Fuhrman","Russian Jewish"
"Isabelle Huppert","Ashkenazi Jewish (father)*French (mother)"
"Isla Fisher","Scottish(convert to Judaism)"
"Izabella Miko","Polish"
"Izabella Scorupco","Polish"
"KaDee Strickland","English, Scottish, Scots-Irish (Northern Irish), Irish, French, Dutch, Welsh, 1/2048 African"
"Kaitlin Doubleday","German, English"
"Kaitlyn Dever","German, English, Irish"
"Kal Penn","Gujarati Indian"
"Kaley Cuoco","Italian (father)*English, German (mother)"
"Kali Hawk","African-American, Native American, German Jewish"
"Kali Rocha","Portuguese, English, at least 1/16 Irish, possibly other"
"Kam Heskin","Danish, Norwegian, Dutch, Belgian/Walloon, German, Scottish, English"
"Kane Hodder","English, German, Swedish, Norwegian"
"Kareem Abdul-Jabbar","Afro-Trinidadian, African-American"
"Karen Allen","Irish, Scottish, English, Welsh"
"Karen Black","Bohemian/Czech, German, Norwegian, distant Swiss-German"
"Karen David","Indian Jewish (father)*Khasi (mother)"
"Kari Wuhrer","German, English"
"Karima Adebibe","Moroccan Berber, Irish, Greek Cypriot"
"Karina Lombard","Swiss, Russian, Italian (father)*Lakota Native American (mother)"
"Karine Vanasse","French-Canadian"
"Karl Urban","German (father)"
"Karolina Wydra","Polish"
"Kat Dennings",""
"Kat Graham","Americo-Liberian (father)*Ashkenazi Jewish (mother)"
"Kate Beckinsale","English, as well as 1/16th Burmese"
"Kate Bosworth","English, some German"
"Kate Capshaw","English, some German*convert to Judaism"
"Kate Hudson","Italian/Sicilian (paternal grandmother), Ashkenazi Jewish (maternal grandmother), English, 1/16th German, remote French"
"Kate Mara","50% Irish (approximately)*25% Italian*12.5% German*6.25% French-Canadian*6.25% unclear, possibly also Irish"
"Kate McKinnon","German, Swiss-German, Scottish, possibly other"
"Kate Nauta","Dutch/Frisian (father)*English, Irish (mother)"
"Kate Vernon",""
"Kate Walsh","Irish (father)*Italian, including Sicilian (mother)"
"Kate Winslet","English, as well as 1/16 Swedish and 1/32 Welsh"
"Katee Sackhoff","Luxembourgian (maternal grandfather), Irish, English, German, 1/16 Syrian-Lebanese"
"Katey Sagal","Ashkenazi Jewish (father)*German, English, Swiss-German, French, Scottish (mother)"
"Katherine Heigl","62.5% German*12.5% Swiss-German*25% Irish"
"Katherine Moennig","German, possibly Scottish and Irish"
"Katherine Waterston","English, Scottish, possibly other"
"Kathleen Turner","English, some Scots-Irish (Northern Irish) and Scottish"
"Kathryn Hahn","62.5% German*37.5% mix of Irish, and some English"
"Kathryn Newton","possibly English"
"Kathy Bates","English, some Irish, Scottish, and German"
"Kathy Griffin","Irish"
"Kathy Najimy","Lebanese"
"Katie Cassidy","German, Irish, English, Swiss-German, distant Scottish, remote Welsh"
"Katie Holmes","German, Irish, English"
"Katie Lowes","Irish (father)*Ashkenazi Jewish (mother)"
"Kaya Scodelario","English (father)*Brazilian, including Italian (mother)"
"Keanu Reeves","Native Hawaiian, Portuguese, English, Scottish, at least 1/16th Chinese, remote Dutch (father)*English (mother)"
"Keegan-Michael Key","African-American (father)*European (mother)"
"Keir Gilchrist","Scottish, English, Northern Irish"
"Keira Knightley","English, Scottish, Welsh"
"Keith David","African-American"
"Keith Richards","English, 1/8th Welsh, remote French Huguenot"
"Keke Palmer","African-American"
"Kellan Lutz","62.5% German*12.5% Dutch*12.5% English*12.5% Swedish"
"Kelley Jakle","English, German, Irish"
"Kelli Garner","English, possibly other"
"Kelly AuCoin","French-Canadian, English, Irish, German, 1/8 Swedish"
"Kelly Blatz","German, Danish, Irish, English"
"Kelly Brook","English, likely some Irish"
"Kelly Carlson","43.75% Swedish (approximately)*25% German*12.5% English*12.5% Irish*6.25% Norwegian"
"Kelly Hu","English, Chinese, Hawaiian"
"Kelly McGillis","English, Welsh, Scots-Irish/Northern Irish, German"
"Kelly Preston","English, Irish, German, Scottish, Scots-Irish/Northern Irish, 1.5/32 Native Hawaiian, distant Breton, Dutch, and French"
"Kelly Rowland","African-American"
"Kelsey Grammer","English, some German, Scottish, and Irish"
"Ken Davitian","Armenian"
"Ken Howard","English, Scottish"
"Ken Jenkins","possibly Welsh"
"Ken Jeong","Korean"
"Ken Kirzinger","German"
"Ken Marino","Italian"
"Ken Watanabe","Japanese"
"Kenan Thompson","African-American"
"Kenneth Branagh","Northern Irish"
"Kenneth Choi","Korean"
"Kenneth Cranham","English, Scottish"
"Keri Russell","English, along with German, Swiss-German, Scots-Irish/Northern Irish, Manx/Isle of Man, Dutch, Danish"
"Kerr Smith","German, Scottish, English"
"Kerris Dorsey","English, possibly other"
"Kerry Washington","African-American, Afro-Jamaican (African, as well as some English, Scottish, Native American)"
"Kevin Bacon","English (mostly), some German and Irish"
"Kevin Connolly","Irish, small amount of Scottish"
"Kevin Corrigan","Irish (father)*Puerto Rican (mother)"
"Kevin Costner","English, German, Swiss-German, Scottish, Welsh, Scots-Irish/Northern Irish"
"Kevin Dillon","87.5% Irish*12.5% mix of German, Scottish, and Irish"
"Kevin Dunn","Irish, English, Scottish, German"
"Kevin Durand","French-Canadian, as well as distant Irish"
"Kevin James","German (father)*likely at least partially Jewish (mother)"
"Kevin Kline","Ashkenazi Jewish (father)*Irish (mother)"
"Kevin McKidd","Scottish"
"Kevin McNally","Irish, English"
"Kevin Nealon","Irish (father)*English, French-Canadian, some Scottish (mother)"
"Kevin Pollak","Ashkenazi Jewish"
"Kevin Ryan","Irish"
"Kevin Smith","German, Irish, English (father)*German (mother)"
"Kevin Spacey","Swedish (maternal grandfather), English, distant Welsh"
"Kevin Spirtas","Ashkenazi Jewish"
"Kevin Weisman","Ashkenazi Jewish"
"Kevin Zegers","Dutch"
"Khandi Alexander","African-American (including Nigerian), some English and Scottish"
"Khleo Thomas","African-American (father)*Moroccan Jewish (mother)"
"Kiefer Sutherland","Scottish, English, Irish, 1/32 German"
"Kieran Culkin","56.25% German (with smaller amounts of English and Swiss-German)*25% Norwegian*12.5% Irish*6.25% Swiss-French (approximately)"
"Kiernan Shipka","37.5% Irish*25% Bohemian/Czech*12.5% German*12.5% Italian*12.5% mix of English, some Scottish, distant French"
"Kim Basinger","English, as well as some German, Scottish, Scots-Irish/Northern Irish, and distant French"
"Kim Cattrall","English, Welsh"
"Kim Coates","German, English, possibly other"
"Kim Delaney","Irish, German"
"Kim Dickens","English, 1/256th French"
"Kim Greist","Polish (maternal grandmother), German, English, some Scottish, distant Welsh and Dutch"
"Kimberly Elise","African-American"
"Kirsten Dunst","75% German*25% Swedish"
"Kirstie Alley","English, German, Irish, Scottish"
"Kit Harington","English, with some Scottish, Northern Irish, Welsh, and Dutch, as well as distant Spanish (roughly 1/128th), German, French, and European Royal"
"Kitty Carlisle","Ashkenazi Jewish"
"Kodi Smit-McPhee","English, Scottish, Dutch"
"Kris Kristofferson","Swedish (father)*English, Scots-Irish/Northern Irish, German, Swiss-German, Dutch (mother)"
"Kristanna Loken","50% German*50% Norwegian"
"Kristen Bell","German, as well as English, Irish, and Scottish (father)*Polish (mother)"
"Kristen Schaal","German (father)*English, German, Dutch (mother)"
"Kristen Stewart","possibly Scottish, possibly English"
"Kristen Wiig","Norwegian, Irish (father)*English, Scottish, distant Dutch (mother)"
"Kristin Davis","English, possibly other"
"Kristin Scott Thomas","Welsh, English, as well as 1/16th Dutch"
"Kristina Anapau","German, English, Irish"
"Kristy Swanson","Swedish (paternal grandfather), German, as well as English, Scottish, Irish"
"Krysten Ritter","German, English, Scottish"
"Ksenia Solo","Russian, Baltic German"
"Kumail Nanjiani","Pakistani (Sindhi)"
"Kurt Russell","English, German, Scottish, Irish"
"Kurtwood Smith","English, possibly other (father)*Norwegian (mother)"
"Kyle Bornheimer","German, Northern Irish, Luxembourgian (father)*Irish, Scottish, English (mother)"
"Kyle Chandler","German, English, some Irish"
"Kyle Gallner","Ashkenazi Jewish (father)"
"Kyle Gass","German, English, Scottish"
"Kyle Kinane","Irish, German"
"Kyle MacLachlan","Scottish, English, Cornish, German"
"Kyle Sabihy","Scottish, Czech, German (mother)*likely Arab (father)"
